Mes,Año,Observado,ACCESS-CM2_r1i1p1f1,ACCESS-ESM1-5_r1i1p1f1,ACCESS-ESM1-5_r2i1p1f1,AWI-CM-1-1-MR_r1i1p1f1,BCC-CSM2-MR_r1i1p1f1,CAMS-CSM1-0_r1i1p1f1,CAMS-CSM1-0_r2i1p1f1,CanESM5-CanOE_r1i1p2f1,CanESM5_r1i1p1f1,CanESM5_r2i1p1f1,CanESM5_r3i1p1f1,CanESM5_r4i1p1f1,CanESM5_r5i1p1f1,CESM2-WACCM_r3i1p1f1,CESM2_r1i1p1f1,CESM2_r2i1p1f1,CMCC-CM2-SR5_r1i1p1f1,CMCC-ESM2_r1i1p1f1,EC-Earth3-Veg-LR_r1i1p1f1,EC-Earth3-Veg_r2i1p1f1,EC-Earth3_r1i1p1f1,FGOALS-f3-L_r1i1p1f1,FIO-ESM-2-0_r1i1p1f1,FIO-ESM-2-0_r2i1p1f1,FIO-ESM-2-0_r3i1p1f1,GFDL-ESM4_r1i1p1f1,GISS-E2-1-G_r1i1p1f2,HadGEM3-GC31-LL_r1i1p1f3,IITM-ESM_r1i1p1f1,INM-CM4-8_r1i1p1f1,INM-CM5-0_r1i1p1f1,KACE-1-0-G_r1i1p1f1,MCM-UA-1-0_r1i1p1f2,MIROC-ES2L_r1i1p1f2,MIROC6_r1i1p1f1,MIROC6_r2i1p1f1,MIROC6_r3i1p1f1,MPI-ESM1-2-HR_r2i1p1f1,MPI-ESM1-2-LR_r1i1p1f1,MPI-ESM1-2-LR_r2i1p1f1,MPI-ESM1-2-LR_r3i1p1f1,MPI-ESM1-2-LR_r4i1p1f1,MPI-ESM1-2-LR_r5i1p1f1,MRI-ESM2-0_r1i1p1f1,NESM3_r1i1p1f1,NESM3_r2i1p1f1,NorESM2-LM_r1i1p1f1,NorESM2-MM_r1i1p1f1,TaiESM1_r1i1p1f1,UKESM1-0-LL_r1i1p1f2
2,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0
3,2016,0.0,0.2,0.0,32.0,0.0,0.2,0.0,12.5,21.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,6.5,0.0,6.5,32.0,5.5,0.0,0.0,5.9,0.0,0.0,0.2,0.0,0.0,0.0,12.5,32.0,0.0,0.0,0.0,0.0,0.0
4,2016,88.0,7.5,1.5,22.0,1.5,7.5,5.9,1.0,0.0,25.0,49.5,1.5,5.9,17.0,7.5,0.0,0.0,1.5,0.0,0.0,0.0,7.5,5.9,0.0,0.0,5.9,27.5,9.0,0.0,0.0,0.0,21.5,0.0,0.0,17.0,0.0,22.0,0.0,49.5,0.0,0.0,21.5,0.0,0.0,0.0,0.0,0.0,6.0,1.5,6.0,0.0
5,2016,26.5,127.2,15.0,10.0,0.0,57.5,1.0,14.0,0.0,7.0,1.0,3.0,7.0,127.2,55.5,0.0,0.0,0.0,85.0,85.0,134.1,23.0,117.5,117.5,26.5,64.0,0.0,57.5,57.5,127.2,0.0,0.0,0.0,117.5,81.7,24.0,202.5,202.5,0.0,184.5,55.5,81.7,0.0,0.0,7.5,24.0,7.5,0.0,23.0,42.0,47.5
6,2016,72.5,103.0,166.5,59.0,0.0,21.0,99.0,22.0,0.0,145.0,0.0,120.0,128.0,149.0,78.5,22.0,83.2,64.5,48.5,83.2,99.0,1.0,224.0,48.5,72.0,83.2,103.0,149.0,401.0,1.0,72.5,128.0,107.5,48.5,22.0,83.2,3.5,53.9,1.0,48.5,348.0,107.5,59.0,190.0,99.0,107.5,328.2,59.0,72.5,49.0,190.0
7,2016,149.5,211.0,62.0,211.0,66.5,62.0,66.5,3.4,27.7,34.0,83.0,118.0,43.5,27.7,66.5,50.5,175.0,70.6,43.5,32.5,0.0,27.7,27.7,211.0,156.3,34.4,55.0,5.5,62.0,9.0,34.0,98.5,43.5,34.0,27.7,34.4,51.0,9.5,94.5,5.5,9.0,118.0,51.0,55.0,156.3,51.0,156.3,9.5,43.5,27.7,51.0
8,2016,0.0,29.0,17.5,86.5,34.0,49.5,17.5,47.0,29.0,0.0,0.0,146.0,64.0,0.0,17.5,34.0,11.5,111.0,0.0,171.0,0.0,0.0,77.2,8.0,34.0,19.8,77.2,41.9,51.0,11.5,47.0,66.5,77.2,34.0,0.0,10.0,29.0,67.0,66.5,10.0,47.0,86.5,51.0,0.0,19.8,77.2,41.0,0.0,34.0,86.5,146.0
9,2016,0.0,109.5,0.0,15.5,15.5,16.0,19.5,0.0,8.5,0.0,3.5,1.0,44.0,3.0,21.0,16.0,15.5,109.5,24.5,8.5,19.5,1.0,16.0,30.9,22.5,3.5,0.0,0.0,1.0,5.0,5.0,5.0,19.5,3.5,2.0,16.0,21.0,24.5,18.5,0.0,16.0,11.0,2.0,24.5,21.0,11.0,16.0,2.0,132.1,19.5,10.8
10,2016,34.5,34.5,10.0,4.0,0.0,2.5,0.0,0.0,0.0,2.5,67.0,10.0,0.0,21.0,34.5,8.0,2.5,4.0,0.0,21.0,0.0,0.0,0.0,0.0,34.5,0.0,67.0,0.0,0.0,113.5,113.5,113.5,0.0,16.0,0.0,0.0,0.0,67.0,5.4,113.5,34.5,0.0,0.0,0.0,0.0,2.5,77.0,0.0,0.0,4.0,4.0
11,2016,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,5.7,0.0,0.0,0.0,0.0,15.5,2.0,0.0,0.0,8.0,10.0,0.0,3.5,0.0,0.0,33.0,0.0,0.0,0.0,8.0,0.0,8.0,5.7,0.0,10.0,15.5,1.5,5.0,0.0,0.0,0.0,10.0
12,2016,7.5,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2017,0.0,8.0,0.2,0.0,0.0,0.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,12.5,0.0,0.0,0.0,5.9,0.0,0.2,12.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,6.5,0.2,21.9,0.0,12.5,0.0,0.0
4,2017,0.0,0.0,49.5,0.0,3.0,67.5,0.5,1.5,0.0,88.0,0.0,27.5,0.0,7.5,1.5,0.0,3.0,21.5,0.0,67.5,0.0,0.0,67.5,0.0,0.0,0.0,0.0,0.0,0.5,21.5,6.0,1.0,0.0,0.0,0.0,0.0,25.0,27.5,0.0,1.5,0.0,67.5,0.5,0.0,9.0,3.0,88.0,0.0,1.0,0.5,3.0
5,2017,117.5,85.0,55.5,117.5,87.5,0.0,64.0,5.5,14.0,10.0,10.0,7.0,7.5,7.5,81.7,1.0,81.7,69.0,15.8,1.0,184.5,0.0,134.1,85.0,14.0,42.0,0.0,26.5,7.5,42.0,23.0,0.0,0.0,3.0,0.0,0.0,42.0,1.0,85.0,14.0,127.2,3.0,10.0,15.0,7.0,184.5,184.5,7.0,127.2,47.5,3.0
6,2017,103.0,48.5,1.0,190.0,190.0,120.0,22.0,34.5,348.0,107.5,48.5,83.2,59.0,107.5,348.0,1.0,48.5,107.5,120.0,166.5,145.0,103.0,45.0,99.0,3.5,72.5,34.5,48.5,49.0,21.0,166.5,149.0,0.0,3.5,48.5,53.9,145.0,48.5,48.5,0.0,103.0,149.0,107.5,3.5,72.5,53.9,72.0,3.5,83.2,149.0,83.2
7,2017,32.5,34.0,50.5,61.8,43.5,27.7,211.0,175.0,118.0,34.4,54.5,43.5,5.5,9.5,34.0,5.5,61.5,66.5,70.6,34.0,9.0,98.5,51.0,54.5,70.6,34.0,32.5,34.0,3.4,54.5,118.0,9.0,54.5,9.0,34.0,98.5,70.6,98.5,17.0,0.0,27.7,211.0,9.5,61.5,61.8,32.5,66.5,9.0,54.5,62.0,32.5
8,2017,69.5,15.0,69.5,11.5,0.0,0.0,77.2,41.9,69.5,171.0,0.0,19.8,29.0,11.5,135.6,15.0,135.6,17.5,171.0,69.5,41.0,0.0,104.5,0.0,66.5,86.5,19.8,77.2,0.0,51.0,19.8,17.5,171.0,15.0,19.8,0.0,0.0,19.8,111.0,39.5,66.5,0.0,0.0,69.5,17.5,41.0,49.5,15.0,69.5,34.0,34.0
9,2017,16.0,0.0,0.0,21.0,132.1,3.5,13.5,0.0,3.0,109.5,8.5,18.0,8.5,0.0,15.5,9.5,132.1,44.0,123.0,18.5,0.0,0.0,18.5,8.5,26.5,18.0,18.0,2.0,13.5,11.0,44.0,10.8,15.5,13.5,24.0,16.0,10.8,26.5,3.0,5.0,18.0,26.5,132.1,109.5,0.0,3.0,13.5,1.0,15.5,2.0,0.0
10,2017,29.0,0.0,0.0,23.0,23.0,57.5,16.0,0.0,34.5,0.0,57.5,0.0,0.0,0.0,29.0,0.0,4.0,0.0,57.5,23.0,0.0,10.0,27.0,67.0,0.0,23.0,0.0,0.0,0.0,0.0,16.0,0.0,34.5,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,23.0,27.0,113.5,0.0,0.0,21.0,16.0,21.0,10.0,0.0
11,2017,1.5,1.5,0.0,0.0,0.0,0.0,5.7,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,5.7,15.5,0.0,0.0,0.0,0.0,0.0,15.5,5.7,0.0,0.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,1.9,0.0,0.0
1,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2018,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2018,0.0,5.5,6.5,0.5,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,5.9,0.0,0.0,0.5,8.0,1.0,32.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,0.0,0.0,0.0,0.0,1.0,32.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0
4,2018,0.0,67.5,7.5,0.0,0.0,0.0,0.0,67.5,0.0,7.5,1.5,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.5,1.0,27.5,7.5,0.0,21.5,22.0,0.0,25.0,0.0,0.0,5.9,0.0,49.5,0.0,7.5,0.0,9.0,0.0,0.0,7.5,0.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,3.0,49.5
5,2018,24.0,24.0,14.0,0.0,0.0,42.0,117.5,26.5,3.0,5.5,7.5,5.5,5.5,57.5,184.5,15.0,23.0,0.0,14.0,7.5,64.0,0.0,184.5,10.0,69.0,117.5,14.0,0.0,127.2,7.5,127.2,7.5,87.5,55.5,69.0,14.0,57.5,26.5,0.0,0.0,0.0,85.0,7.5,47.5,69.0,0.0,0.0,184.5,85.0,57.5,184.5
6,2018,99.0,3.5,49.0,401.0,72.0,224.0,3.5,59.0,34.5,166.5,78.5,166.5,149.0,72.5,145.0,190.0,348.0,22.0,224.0,149.0,3.5,145.0,103.0,72.5,166.5,190.0,49.0,328.2,34.5,128.0,53.9,145.0,328.2,34.5,1.0,45.0,72.5,328.2,190.0,401.0,72.5,348.0,401.0,401.0,328.2,121.0,166.5,21.0,59.0,107.5,149.0
7,2018,66.5,43.5,17.0,175.0,9.0,98.5,43.5,32.5,211.0,159.0,3.4,66.5,3.4,32.5,51.0,118.0,62.0,9.0,175.0,175.0,175.0,175.0,34.0,55.0,62.0,32.5,5.5,159.0,27.7,94.5,156.3,43.5,94.5,66.5,5.5,3.4,62.0,55.0,9.5,98.5,0.0,51.0,175.0,66.5,149.5,0.0,211.0,61.8,61.5,70.6,83.0
8,2018,19.8,135.6,29.0,77.2,11.5,41.0,104.5,29.0,51.0,10.0,146.0,47.0,17.5,41.9,69.5,135.6,111.0,19.8,111.0,17.5,91.5,66.5,66.5,49.5,64.0,29.0,15.0,64.0,86.5,69.5,93.5,0.0,91.5,29.0,10.0,91.5,77.2,8.0,91.5,34.0,69.5,64.0,69.5,39.5,171.0,17.5,171.0,93.5,41.0,77.2,8.0
9,2018,15.5,26.5,109.5,10.8,3.0,13.5,11.0,0.0,13.5,5.0,0.0,10.8,24.5,0.0,123.0,19.5,26.5,0.0,132.1,0.0,109.5,0.0,0.0,3.5,24.0,123.0,5.0,9.5,21.0,22.5,3.5,18.0,16.0,18.0,9.5,15.5,26.5,18.5,16.0,10.8,11.0,0.0,18.0,15.5,30.9,3.5,0.0,15.5,8.5,44.0,109.5
10,2018,4.0,113.5,0.0,57.5,0.0,0.0,23.0,2.5,0.0,23.0,0.0,0.0,0.0,0.0,16.0,29.0,0.0,34.5,113.5,8.0,77.0,0.0,0.0,0.0,0.0,0.0,57.5,113.5,0.0,0.0,67.0,0.0,4.0,5.4,113.5,4.0,16.0,0.0,34.5,0.0,4.0,0.0,57.5,2.5,23.0,4.0,67.0,21.0,27.0,0.0,29.0
11,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,3.5,0.0,0.0,0.0,33.0,2.0,0.0,33.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,33.0,33.0,0.0,0.0,15.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,5.0,0.0,0.0,2.0,5.0,8.0,0.0,0.0
12,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.2,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2019,0.5,0.0,0.5,0.0,0.0,21.9,5.5,8.0,32.0,0.0,0.0,0.0,0.5,5.9,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,5.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,1.0,0.0,0.0,1.0,8.0,21.9
4,2019,1.5,9.0,0.0,0.0,5.9,0.0,1.5,6.0,1.5,1.5,7.5,1.5,0.0,1.0,5.9,0.5,0.0,49.5,9.0,6.0,0.0,6.0,1.0,0.0,0.5,7.5,0.0,21.5,0.0,0.0,0.0,1.5,7.5,9.0,21.5,7.5,6.0,0.0,0.0,3.0,6.0,49.5,5.9,22.0,7.5,0.0,0.0,0.0,21.5,0.0,17.0
5,2019,1.0,3.0,10.0,69.0,24.0,81.7,87.5,134.1,7.5,0.0,42.0,117.5,24.0,5.5,3.0,55.5,7.5,202.5,7.5,0.0,5.5,47.5,26.5,57.5,3.0,55.5,64.0,127.2,0.0,55.5,5.5,87.5,55.5,47.5,134.1,3.0,87.5,0.0,3.0,0.0,0.0,7.5,5.5,134.1,42.0,14.0,14.0,55.5,0.0,0.0,134.1
6,2019,45.0,121.0,0.0,120.0,120.0,0.0,149.0,348.0,22.0,328.2,48.5,1.0,53.9,145.0,190.0,99.0,128.0,328.2,83.2,48.5,78.5,83.2,1.0,121.0,103.0,348.0,145.0,107.5,83.2,0.0,121.0,78.5,48.5,78.5,121.0,128.0,53.9,78.5,99.0,21.0,149.0,53.9,21.0,64.5,107.5,348.0,49.0,0.0,34.5,120.0,103.0
7,2019,9.5,50.5,54.5,9.0,34.4,55.0,61.8,9.5,54.5,175.0,66.5,27.7,50.5,0.0,70.6,159.0,9.5,43.5,34.4,17.0,17.0,32.5,98.5,3.4,211.0,50.5,159.0,51.0,98.5,34.4,175.0,34.0,55.0,70.6,83.0,54.5,149.5,34.0,43.5,149.5,70.6,156.3,43.5,34.4,54.5,94.5,61.8,17.0,3.4,51.0,34.4
8,2019,0.0,77.2,41.9,41.0,64.0,10.0,171.0,8.0,0.0,39.5,51.0,67.0,19.8,8.0,91.5,104.5,0.0,86.5,67.0,135.6,49.5,104.5,91.5,0.0,69.5,49.5,29.0,0.0,93.5,0.0,15.0,11.5,11.5,69.5,41.9,47.0,51.0,111.0,8.0,0.0,51.0,19.8,91.5,0.0,67.0,64.0,0.0,86.5,47.0,0.0,66.5
9,2019,0.0,21.0,3.0,24.0,18.0,15.5,8.5,16.0,3.5,11.0,16.0,22.5,0.0,11.0,1.0,30.9,0.0,123.0,26.5,0.0,3.0,30.9,3.5,22.5,0.0,0.0,0.0,22.5,3.0,1.0,0.0,16.0,0.0,24.0,18.5,109.5,5.0,0.0,44.0,0.0,16.0,2.0,24.0,10.8,0.0,18.0,3.0,30.9,10.8,0.0,0.0
10,2019,0.0,0.0,8.0,5.4,21.0,0.0,27.0,0.0,0.0,10.0,5.4,23.0,0.0,0.0,0.0,0.0,0.0,57.5,0.0,0.0,0.0,57.5,0.0,21.0,0.0,0.0,0.0,29.0,0.0,23.0,0.0,27.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,5.4,10.0,4.0,4.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
11,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,15.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,10.0,1.5,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0
12,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,7.5,0.0,14.2,0.0,0.0,0.0,0.0,0.0,0.0,14.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
3,2020,0.0,0.0,12.5,0.0,0.0,0.0,6.5,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,21.9,0.0,0.0,0.0,0.0,21.9,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2020,0.0,0.0,0.0,49.5,0.0,9.0,6.0,1.5,67.5,0.0,0.5,0.0,3.0,0.0,0.0,7.5,0.0,6.0,0.0,5.9,21.5,1.0,0.0,0.0,1.5,17.0,1.0,0.0,0.0,17.0,0.0,0.0,0.0,3.0,49.5,67.5,9.0,0.0,88.0,0.0,7.5,0.0,0.0,21.5,49.5,0.0,0.0,1.0,0.0,0.0,1.5
5,2020,0.0,64.0,7.5,55.5,85.0,3.0,26.5,42.0,55.5,1.0,55.5,134.1,0.0,0.0,7.0,24.0,0.0,55.5,0.0,0.0,15.8,81.7,64.0,15.0,15.8,14.0,134.1,7.5,117.5,64.0,7.0,23.0,3.0,15.0,42.0,134.1,7.0,127.2,26.5,15.0,117.5,26.5,42.0,1.0,184.5,117.5,87.5,69.0,24.0,24.0,7.5
6,2020,166.5,22.0,83.2,99.0,3.5,107.5,21.0,48.5,45.0,99.0,59.0,348.0,72.0,120.0,0.0,72.5,120.0,1.0,99.0,0.0,48.5,3.5,59.0,59.0,83.2,21.0,1.0,190.0,224.0,45.0,45.0,83.2,53.9,107.5,99.0,48.5,348.0,120.0,59.0,190.0,83.2,1.0,83.2,83.2,45.0,48.5,48.5,99.0,401.0,53.9,0.0
7,2020,50.5,9.0,51.0,27.7,51.0,9.5,156.3,0.0,32.5,118.0,34.0,50.5,61.5,43.5,54.5,3.4,70.6,61.8,5.5,43.5,0.0,54.5,5.5,34.4,34.4,175.0,0.0,94.5,51.0,17.0,32.5,43.5,0.0,61.8,54.5,43.5,159.0,34.4,70.6,9.5,94.5,83.0,156.3,9.0,9.5,27.7,98.5,50.5,55.0,66.5,61.8
8,2020,15.0,47.0,0.0,67.0,51.0,86.5,8.0,19.8,49.5,146.0,66.5,41.9,69.5,19.8,0.0,64.0,67.0,34.0,10.0,77.2,10.0,11.5,11.5,171.0,10.0,146.0,69.5,66.5,11.5,135.6,64.0,86.5,34.0,91.5,15.0,41.9,111.0,47.0,34.0,91.5,29.0,34.0,29.0,86.5,69.5,0.0,10.0,104.5,64.0,39.5,69.5
9,2020,0.0,123.0,22.5,16.0,11.0,18.0,30.9,9.5,123.0,0.0,26.5,2.0,9.5,0.0,0.0,3.0,0.0,26.5,11.0,10.8,18.0,9.5,30.9,11.0,8.5,21.0,19.5,18.0,11.0,0.0,30.9,0.0,1.0,3.0,13.5,18.0,18.0,0.0,21.0,2.0,2.0,15.5,1.0,5.0,11.0,0.0,16.0,18.5,16.0,18.5,24.5
10,2020,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,4.0,0.0,0.0,27.0,34.5,23.0,16.0,29.0,27.0,0.0,0.0,21.0,34.5,10.0,27.0,10.0,77.0,10.0,5.4,0.0,29.0,0.0,0.0,57.5,57.5,4.0,57.5,2.5,0.0,0.0,23.0,8.0,2.5,0.0,77.0,21.0,0.0,29.0,113.5,0.0,0.0,2.5
11,2020,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,10.0,0.0,5.7,0.0,0.0,0.0,1.5,15.5,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,5.7,0.0,0.0,8.0,33.0,0.0,0.0,0.0,0.0,3.5,15.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,2020,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2021,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2021,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.3,0.0,0.0,7.0,0.0,0.0,0.0,0.0
3,2021,,0.0,0.6,0.0,0.0,22.7,0.2,0.0,0.0,0.0,0.5,0.0,23.8,0.0,0.4,0.0,8.0,6.7,0.0,0.0,0.0,0.0,65.9,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,52.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,0.0,0.0,0.0,9.3,0.0,0.0,6.6,0.0
